StockCode,canonical_description,total_units_sold,gross_revenue,number_of_orders,number_of_customers,return_value,net_revenue
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1044.0,1316.31,179.0,82.0,-1.25,1315.06
84570B,WHITE SATIN DRESS JEWEL STAND,4.0,19.8,2.0,2.0,0.0,19.8
84572,6 HOOK JEWEL STAND LILAC DRESS,1.0,8.49,1.0,1.0,0.0,8.49
84575A,PINK DOG CANNISTER,24.0,98.8,13.0,13.0,-5.95,92.85
84575B,BROWN DOG CANNISTER W BONE,4.0,23.8,3.0,3.0,0.0,23.8
84576,BLUE CAT BISCUIT BARREL PINK HEART,96.0,337.04,32.0,19.0,0.0,337.04
84578,ELEPHANT TOY WITH BLUE T-SHIRT,222.0,854.91,112.0,67.0,0.0,854.91
84580,MOUSE TOY WITH PINK T-SHIRT,1082.0,4148.45,442.0,197.0,-15.0,4133.45
84581,DOG TOY WITH PINK CROCHET SKIRT,511.0,1940.15,234.0,125.0,0.0,1940.15
84582,PINK CROCHET CAT WITH SCARF,14.0,59.5,11.0,9.0,0.0,59.5
84584,PINK GINGHAM CAT WITH SCARF,282.0,696.75,75.0,47.0,0.0,696.75
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15.0,44.25000000000001,9.0,9.0,0.0,44.25000000000001
84592,CROCHET ROSE PURSE WITH SUEDE BACK,173.0,536.4000000000001,47.0,33.0,0.0,536.4000000000001
84593,CROCHET ROSE DES CLOTHES HANGER,25.0,73.75,7.0,7.0,0.0,73.75
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,230.0,408.9,16.0,13.0,0.0,408.9
84595E,LARGE TORTILLA DESIGN RED BOWL,367.0,723.5699999999999,43.0,22.0,-3.29,720.28
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,6244.0,4105.94,725.0,256.0,-46.72,4059.22
84596E,SMALL LICORICE DES PINK BOWL,1132.0,1145.35,201.0,90.0,-40.0,1105.35
84596F,SMALL MARSHMALLOWS PINK BOWL,4726.0,3208.97,600.0,216.0,-6.72,3202.25
84596G,SMALL CHOCOLATES PINK BOWL,2231.0,1447.83,348.0,118.0,0.0,1447.83
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,72.0,80.62,10.0,9.0,0.0,80.62
84596J,MIXED NUTS LIGHT GREEN BOWL,813.0,628.01,138.0,50.0,-7.5,620.51
84596K,JELLY BABIES YELLOW SMALL BOWL,428.0,543.41,93.0,48.0,-1.25,542.16
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1540.0,1020.2199999999999,255.0,78.0,0.0,1020.2199999999999
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,13.0,32.629999999999995,8.0,0.0,0.0,32.629999999999995
84596e,SMALL LICORICE DES PINK BOWL,35.0,87.85,17.0,0.0,0.0,87.85
84596f,SMALL MARSHMALLOWS PINK BOWL,19.0,46.89,14.0,0.0,0.0,46.89
84596g,SMALL CHOCOLATES PINK BOWL,5.0,12.399999999999999,2.0,0.0,0.0,12.399999999999999
84596j,MIXED NUTS LIGHT GREEN BOWL,2.0,5.02,2.0,0.0,0.0,5.02
84596l,BISCUITS SMALL BOWL LIGHT BLUE,1.0,2.46,1.0,0.0,0.0,2.46
84597B,RETRO BROWN BALL ASHTRAY ,205.0,259.37,27.0,11.0,-3.75,255.62
84597C,RETRO PINK BALL ASHTRAY ,365.0,452.23,44.0,21.0,-5.0,447.23
84598,BOYS ALPHABET IRON ON PATCHES,20799.0,4360.46,217.0,30.0,-120.96,4239.5
84599,CANDY STRIPE ROSE FLOOR CUSHION,15.0,160.15,6.0,2.0,0.0,160.15
84600,NEW BAROQUE JEWELLERY BOX ,108.0,918.27,52.0,31.0,-22.85,895.42
84601A,NEW BAROQUE IVORY CUSHION COVER ,260.0,638.34,15.0,9.0,-187.5,450.84000000000003
84608,ORNATE EDWARDIAN CANDLE HOLDER,6.0,47.7,4.0,4.0,-15.9,31.800000000000004
84609,TALL ROCOCO CANDLE HOLDER,144.0,1306.22,38.0,23.0,-17.0,1289.22
84611B,BLACK NEW BAROQUE FLOCK BOX,7.0,41.65,4.0,4.0,-17.85,23.799999999999997
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20.0,51.0,4.0,4.0,0.0,51.0
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,22.0,102.30000000000001,10.0,9.0,-4.65,97.65
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,63.0,262.71,12.0,11.0,0.0,262.71
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,19.0,136.73,10.0,7.0,-11.9,124.82999999999998
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,3.0,17.85,1.0,1.0,0.0,17.85
84615,PINK ROUND BUTTERFLY MIRROR ,240.0,748.48,21.0,13.0,-241.68,506.8
84616,SILVER ROCCOCO CHANDELIER,72.0,1472.62,25.0,19.0,-119.8,1352.82
84617,NEW BAROQUE BLACK BOXES,11.0,140.25,7.0,7.0,0.0,140.25
84619,BLUE GINGHAM ROSE QUILT ,72.0,1622.96,29.0,22.0,0.0,1622.96
84620,BLUE GINGHAM ROSE CUSHION COVER,121.0,746.61,50.0,41.0,0.0,746.61
84621,BLUE GINGHAM ROSE FLOOR CUSHION ,29.0,247.26,15.0,9.0,0.0,247.26
84622,PINK GINGHAM ROSE CUSHION COVER,23.0,152.6,9.0,7.0,-5.95,146.65
84623,PINK GINGHAM ROSE FLOOR CUSHION,56.0,310.44,14.0,8.0,0.0,310.44
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,861.0,1287.49,81.0,40.0,-64.80000000000001,1222.69
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,180.0,279.0,17.0,15.0,-10.2,268.8
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,804.0,1130.37,71.0,29.0,-124.0,1006.3699999999999
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,650.0,793.34,51.0,36.0,-57.85000000000001,735.49
84626,CANDY STRIPE ROSE QUILT,1.0,45.95,1.0,1.0,0.0,45.95
84627,CANDY STRIPE ROSE C/COVER ,50.0,297.5,19.0,15.0,-47.6,249.9
84629,WHITE 3 FRAME BIRDS AND TREE ,24.0,237.8,13.0,12.0,-4.95,232.85000000000002
84630,FLOWERS AND BIRDS WALL PLAQUE,2.0,15.9,1.0,1.0,0.0,15.9
84631,FRUIT TREE AND BIRDS WALL PLAQUE,288.0,1106.16,50.0,19.0,-23.85,1082.3100000000002
84632,DECORATIVE HANGING SHELVING UNIT,15.0,859.25,11.0,8.0,-59.95,799.3
84637,KITCHEN FLOWER POTS WALL PLAQUE,586.0,1467.21,114.0,28.0,0.0,1467.21
84638,SMALL KITCHEN FLOWER POTS PLAQUE,400.0,1101.55,69.0,27.0,0.0,1101.55
84648,NEW BAROQUE WALL MIRROR,1.0,12.75,1.0,1.0,0.0,12.75
84653,GREEN ROSE QUILT ,14.0,750.48,12.0,8.0,0.0,750.48
84656,WHITE ROSE C/COVER,22.0,130.9,13.0,12.0,0.0,130.9
84657,GREEN ROSE CUSHION COVER,246.0,517.48,20.0,14.0,0.0,517.48
84658,WHITE STITCHED CUSHION COVER,225.0,1276.11,64.0,50.0,0.0,1276.11
84659A,WHITE TRAVEL ALARM CLOCK,609.0,1522.2199999999998,224.0,55.0,-7.6499999999999995,1514.5699999999997
84660A,WHITE STITCHED WALL CLOCK,860.0,855.26,51.0,34.0,-4.54,850.72
84660B,BLACK STITCHED WALL CLOCK,745.0,899.48,61.0,26.0,0.0,899.48
84660C,PINK STITCHED WALL CLOCK,726.0,995.6,85.0,29.0,0.0,995.6
84660a,WHITE STITCHED WALL CLOCK,7.0,52.699999999999996,5.0,0.0,0.0,52.699999999999996
84660b,BLACK STITCHED WALL CLOCK,8.0,60.800000000000004,6.0,0.0,0.0,60.800000000000004
84660c,PINK STITCHED WALL CLOCK,34.0,256.84,28.0,0.0,0.0,256.84
84661A,WHITE SQUARE TABLE CLOCK,222.0,308.99,43.0,22.0,0.0,308.99
84661B,BLACK SQUARE TABLE CLOCK,244.0,535.28,51.0,21.0,0.0,535.28
84661C,PINK SQUARE TABLE CLOCK,150.0,179.75,25.0,12.0,0.0,179.75
84661a,WHITE SQUARE TABLE CLOCK,2.0,10.02,2.0,0.0,0.0,10.02
84661b,BLACK SQUARE TABLE CLOCK,1.0,4.96,1.0,0.0,0.0,4.96
84661c,PINK SQUARE TABLE CLOCK,2.0,10.12,2.0,0.0,0.0,10.12
84663A,GRASS HOPPER WOODEN WALL CLOCK ,375.0,758.21,64.0,34.0,-15.06,743.1500000000001
84664,CHERRY BLOSSOM BATHROOM CABINET,193.0,955.35,51.0,17.0,-24.75,930.6
84665,SQUARE CHERRY BLOSSOM CABINET,230.0,1388.5,47.0,25.0,-154.70000000000002,1233.8
84666,SQUARE CHERRY BLOSSOM CABINET,226.0,892.7,33.0,13.0,0.0,892.7
84670,JAPANESE CROCHETED ANIMAL,5196.0,2128.72,182.0,114.0,-63.0,2065.72
84671B,CROCHET BEAR WITH BLUE STRIPES,109.0,306.77,32.0,20.0,0.0,306.77
84673A,PINK FLY SWAT,500.0,314.84000000000003,99.0,57.0,-0.65,314.19000000000005
84673B,BLUE FLY SWAT,507.0,396.43,133.0,65.0,-0.65,395.78000000000003
84674,FLYING PIG WATERING CAN,467.0,1199.5400000000002,106.0,67.0,-20.650000000000002,1178.89
84675,FROG KING WATERING CAN,206.0,571.71,62.0,39.0,-23.6,548.11
84676,BATH DUCK WATERING CAN,848.0,2102.46,110.0,76.0,-132.55,1969.91
84678,CLASSICAL ROSE SMALL VASE,620.0,1188.6399999999999,81.0,52.0,-25.45,1163.1899999999998
84679,CLASSICAL ROSE TABLE LAMP,14.0,103.3,4.0,4.0,-5.95,97.35
84680,CLASSICAL ROSE URN,94.0,372.3,17.0,14.0,-15.9,356.40000000000003
84682,CLASSICAL ROSE DISH,295.0,596.94,49.0,31.0,-17.700000000000003,579.24
84683,CLASSICAL ROSE CANDLESTAND,562.0,549.36,46.0,18.0,-1.25,548.11
84684,BEACH HUT PHOTO FRAME,609.0,720.6999999999999,40.0,17.0,-51.0,669.6999999999999
84685,BEACH HUT KEY CABINET,438.0,1385.16,125.0,46.0,-12.5,1372.66
84686,BEACH HUT MIRROR,389.0,1027.79,76.0,33.0,-43.4,984.39
84687,BEACH HUT SHELF W 3 DRAWERS,314.0,1208.06,73.0,43.0,-37.65,1170.4099999999999
84688,BEACH HUT DESIGN BLACKBOARD,422.0,1313.52,81.0,39.0,-155.05,1158.47
84689,S/2 BEACH HUT TREASURE CHESTS,312.0,742.9,40.0,29.0,-49.55,693.35
84690,S/2 BEACH HUT STOOLS,27.0,214.65,14.0,12.0,-15.9,198.75
84691,PACK 20 DOLLY PEGS,2747.0,2225.5,235.0,124.0,-56.10000000000001,2169.4
84692,BOX OF 24 COCKTAIL PARASOLS,19430.0,9514.94,1122.0,348.0,-86.94,9428.0
84705A,ENGLISH ROSE PHOTO FRAME ,14.0,65.10000000000001,7.0,5.0,0.0,65.10000000000001
84705B,FAIRY CAKES PHOTO FRAME,84.0,113.27,3.0,2.0,0.0,113.27
84705C,PINK FLOCK PHOTO FRAME ,162.0,227.33,8.0,5.0,0.0,227.33
84705D,CHERRY BLOSSOM PHOTO FRAME ,22.0,97.9,14.0,3.0,0.0,97.9
84705F,RED PEONY PHOTO FRAME ,8.0,37.2,5.0,4.0,0.0,37.2
84705b,FAIRY CAKES PHOTO FRAME,2.0,6.86,2.0,0.0,0.0,6.86
84706A,ENGLISH ROSE TABLE CLOCK,137.0,325.88,7.0,6.0,0.0,325.88
84706B,FAIRY CAKES TABLE CLOCK,20.0,188.73,9.0,8.0,-17.9,170.82999999999998
84706C,PINK FLOCK TABLE CLOCK ,84.0,170.8,4.0,4.0,0.0,170.8
84706D,CHERRY BLOSSOM TABLE CLOCK ,221.0,518.0899999999999,16.0,14.0,-1.95,516.1399999999999
84706F,RED PEONY TABLE CLOCK,34.0,208.3,17.0,15.0,-8.95,199.35000000000002
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,129.0,1085.68,64.0,36.0,0.0,1085.68
84707B,PINK JEWELLED MIRROR TRINKET TRAY,81.0,636.94,51.0,22.0,-39.8,597.1400000000001
84708B,PINK JEWELLED PHOTO FRAME ,142.0,732.7900000000001,53.0,36.0,0.0,732.7900000000001
84709A,SILVER OVAL JEWELLED MIRROR,23.0,136.85,13.0,11.0,0.0,136.85
84709B,PINK OVAL JEWELLED MIRROR,178.0,1026.38,86.0,32.0,-5.95,1020.4300000000001
84711A,SILVER OVAL SHAPE TRINKET BOX,44.0,410.84999999999997,24.0,13.0,0.0,410.84999999999997
84711B,PINK OVAL SHAPE TRINKET BOX,39.0,357.71,30.0,11.0,0.0,357.71
84712B,PINK JEWELLED PHOTO FRAME,101.0,791.01,60.0,29.0,0.0,791.01
84715,SET OF 6 ICE CREAM SKITTLES,241.0,734.8900000000001,47.0,35.0,0.0,734.8900000000001
84720,DOT MATRIX CANVAS ART PICTURE,35.0,147.05,3.0,3.0,0.0,147.05
84721,MANHATTAN CANVAS ART PICTURE,20.0,87.8,2.0,2.0,0.0,87.8
84723,CHERRY BLOSSOM CANVAS ART PICTURE,54.0,201.3,12.0,11.0,-47.7,153.60000000000002
84725,FREESTYLE CANVAS ART PICTURE,135.0,220.74999999999997,29.0,24.0,0.0,220.74999999999997
84726,LILLIES CANVAS PICTURE,233.0,394.84999999999997,5.0,4.0,0.0,394.84999999999997
84731,3 BIRDS CANVAS SCREEN,3.0,3.69,3.0,3.0,0.0,3.69
84732B,CUTE BIRD CEATURE SCREEN,28.0,18.48,6.0,6.0,0.0,18.48
84732D,CUTE RABBIT CEATURE SCREEN ,15.0,10.89,6.0,6.0,0.0,10.89
84741C,CITRUS GARLAND FELT FLOWERS ,185.0,372.14,51.0,42.0,0.0,372.14
84743C,ORANGE FELT VASE + FLOWERS,9.0,11.25,5.0,5.0,0.0,11.25
84744,S/6 SEW ON CROCHET FLOWERS,168.0,213.78,31.0,26.0,0.0,213.78
84745A,PINK HANGING GINGHAM EASTER HEN,72.0,30.240000000000002,15.0,13.0,0.0,30.240000000000002
84745B,BLUE HANGING GINGHAM EASTER HEN,83.0,34.86,17.0,15.0,0.0,34.86
84746,PINK EASTER HENS+FLOWER,23.0,72.06,16.0,6.0,0.0,72.06
84748,FOLK FELT HANGING MULTICOL GARLAND,1170.0,1781.12,93.0,27.0,0.0,1781.12
84750A,PINK SMALL GLASS CAKE STAND,544.0,1189.23,105.0,42.0,-75.3,1113.93
84750B,BLACK SMALL GLASS CAKE STAND,609.0,1142.02,78.0,43.0,-8.19,1133.83
84751B,BLACK MEDIUM GLASS CAKE STAND,38.0,115.86,19.0,18.0,-8.29,107.57
84753A,PINK EAU DE COLOGNE BOTTLE,97.0,92.16999999999999,24.0,14.0,0.0,92.16999999999999
84754,S/15 SILVER GLASS BAUBLES IN BAG,2211.0,2808.45,218.0,129.0,-155.14000000000001,2653.31
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,40703.0,25386.65,1259.0,524.0,-415.35,24971.300000000003
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5.0,74.75,4.0,4.0,0.0,74.75
84760L,LARGE HANGING GLASS+ZINC LANTERN,560.0,896.0,1.0,1.0,0.0,896.0
84760S,SMALL HANGING GLASS+ZINC LANTERN,234.0,377.60999999999996,36.0,24.0,0.0,377.60999999999996
84761,IVORY HANGING BIRD PLANTER ,276.0,768.8499999999999,61.0,33.0,-20.4,748.4499999999999
84762A,WHITE PICNIC BARBECUE BUCKET,59.0,517.4300000000001,29.0,24.0,-94.45,422.9800000000001
84762B,PINK PICNIC BARBECUE BUCKET,113.0,837.77,48.0,19.0,0.0,837.77
84762C,GREEN PICNIC BARBECUE BUCKET,105.0,761.25,43.0,18.0,0.0,761.25
84763,ZINC FINISH 15CM PLANTER POTS,1638.0,2039.79,170.0,106.0,0.0,2039.79
84765,SILVER ROCOCO CANDELABRA,9.0,140.23,6.0,4.0,-25.5,114.72999999999999
84766,SILVER ROCOCO CANDLE STICK,200.0,638.0,27.0,24.0,-43.199999999999996,594.8
84767,ZINC POLICE BOX LANTERN,195.0,806.22,6.0,4.0,0.0,806.22
84770,ROUND GEORGIAN SILVER MIRROR,135.0,419.25000000000006,16.0,14.0,-135.70000000000002,283.55000000000007
84773,RED ROSE AND LACE C/COVER,193.0,569.35,48.0,34.0,-5.9,563.45
84782A,PINK 3 TIER GLASS PLATE STAND,119.0,840.45,26.0,24.0,-76.5,763.95
84782B,BLACK 3 TIER GLASS PLATE STAND,10.0,127.5,6.0,6.0,0.0,127.5
84782C,GREEN 3 TIER GLASS PLATE STAND,74.0,509.9,18.0,18.0,-50.1,459.79999999999995
84789,ENCHANTED BIRD PLANT CAGE,446.0,1566.01,124.0,81.0,-30.0,1536.01
84791,GINGHAM HEART DECORATION,334.0,1086.13,106.0,66.0,-17.700000000000003,1068.43
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2325.0,10259.050000000001,519.0,248.0,-279.75,9979.300000000001
84795A,PASTEL STRIPE HAMMOCK ,208.0,1696.02,70.0,34.0,0.0,1696.02
84795B,SUNSET CHECK HAMMOCK,306.0,2442.69,96.0,56.0,0.0,2442.69
84795C,OCEAN STRIPE HAMMOCK ,325.0,2752.59,131.0,70.0,-7.95,2744.6400000000003
84795D,SEASIDE STRIPE HAMMOCK,189.0,1538.79,83.0,53.0,-6.95,1531.84
84795E,RIO PINK STRIPE HAMMOCK,10.0,79.5,5.0,3.0,0.0,79.5
84795b,SUNSET CHECK HAMMOCK,19.0,317.71999999999997,17.0,0.0,0.0,317.71999999999997
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,284.0,2072.9500000000003,111.0,23.0,0.0,2072.9500000000003
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,600.0,4999.79,180.0,28.0,0.0,4999.79
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,28.0,234.28,20.0,0.0,0.0,234.28
84796b,BLUE SAVANNAH PICNIC HAMPER FOR 2,2.0,17.12,2.0,0.0,0.0,17.12
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,481.0,3361.25,44.0,21.0,0.0,3361.25
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,323.0,1845.2,33.0,22.0,-33.9,1811.3
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,18.0,198.84,17.0,0.0,0.0,198.84
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,21.0,232.62,19.0,0.0,0.0,232.62
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,195.0,432.45000000000005,10.0,9.0,-61.199999999999996,371.25000000000006
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,326.0,492.90000000000003,10.0,8.0,-10.2,482.70000000000005
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16.0,40.8,3.0,3.0,0.0,40.8
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,678.0,528.78,31.0,26.0,-35.16,493.62
84800L,LARGE WHITE/PINK ROSE ART FLOWER,650.0,970.7900000000001,38.0,32.0,-40.56,930.23
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,250.0,357.22,27.0,25.0,-5.07,352.15000000000003
84800S,SMALL WHITE/PINK ROSE ART FLOWER,388.0,292.04,19.0,19.0,-2.5,289.54
84801A,PINK HYDRANGEA ART FLOWER,272.0,427.44000000000005,15.0,14.0,0.0,427.44000000000005
84801B,WHITE HYDRANGEA ART FLOWER,214.0,345.00000000000006,18.0,14.0,0.0,345.00000000000006
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,185.0,312.65000000000003,24.0,21.0,0.0,312.65000000000003
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,411.0,389.79,17.0,16.0,0.0,389.79
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,112.0,189.28,17.0,16.0,-5.07,184.21
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,42.0,70.98,11.0,10.0,-15.21,55.77
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,218.0,396.38000000000005,18.0,15.0,0.0,396.38000000000005
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,355.0,501.9700000000001,19.0,17.0,-2.95,499.0200000000001
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,147.0,212.85,8.0,7.0,0.0,212.85
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,340.0,551.4000000000001,9.0,7.0,0.0,551.4000000000001
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,319.0,261.90999999999997,20.0,19.0,0.0,261.90999999999997
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,450.0,568.02,32.0,28.0,0.0,568.02
84807,RED POPPY ARTIFICIAL FLOWER,233.0,215.93,7.0,7.0,0.0,215.93
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,288.0,500.04,21.0,18.0,-4.2,495.84000000000003
84809B,PINK CHRYSANTHEMUMS ART FLOWER,296.0,351.6,8.0,7.0,0.0,351.6
84813,SET OF 4 DIAMOND NAPKIN RINGS,426.0,3364.5,99.0,53.0,-3.95,3360.55
84814A,HEXAGONAL CRYSTAL PERFUME BOTTLE,1.0,1.95,1.0,1.0,0.0,1.95
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,7.0,13.65,3.0,2.0,0.0,13.65
84815,SET OF 3 DANISH ROSE PLANTERS,926.0,1183.8200000000002,53.0,34.0,0.0,1183.8200000000002
84816,DANISH ROSE BEDSIDE CABINET,33.0,1278.3500000000001,20.0,18.0,-340.6,937.7500000000001
84817,DANISH ROSE DECORATIVE PLATE,1059.0,937.44,79.0,70.0,-87.84,849.6
84818,DANISH ROSE PHOTO FRAME,1789.0,2384.7999999999997,214.0,122.0,-132.05,2252.7499999999995
84819,DANISH ROSE ROUND SEWING BOX,913.0,1389.51,95.0,82.0,-17.0,1372.51
84820,DANISH ROSE TRINKET TRAYS,323.0,899.37,54.0,46.0,-35.7,863.67
84821,DANISH ROSE DELUXE COASTER,1318.0,742.5,74.0,50.0,-10.2,732.3
84823,DANISH ROSE FOLDING CHAIR,120.0,1210.0,29.0,29.0,-39.95,1170.05
84824,DANISH ROSE UMBRELLA STAND,38.0,676.4499999999999,32.0,23.0,-15.95,660.4999999999999
84826,ASSTD DESIGN 3D PAPER STICKERS,1794.0,920.08,51.0,48.0,-102.0,818.08
84827,ASS DES PHONE SPONGE CRAFT STICKER,1089.0,530.09,29.0,23.0,0.0,530.09
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,2516.0,3346.55,353.0,146.0,-45.0,3301.55
84830,LARGE ENGLISH ARBORETUM,113.0,1195.15,7.0,7.0,-50.849999999999994,1144.3000000000002
84832,ZINC WILLIE WINKIE  CANDLE STICK,6883.0,6228.98,630.0,281.0,-10.2,6218.78
84836,ZINC METAL HEART DECORATION,20057.0,24563.170000000002,1408.0,662.0,-127.5,24435.670000000002
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,251.0,3210.04,143.0,109.0,0.0,3210.04
84838,ANT WHITE HIGH RISE BIRD BOX,50.0,312.5,4.0,3.0,0.0,312.5
84839,SWEETHEART KEY CABINET,1523.0,8747.05,393.0,219.0,-78.6,8668.449999999999
84840,SWEETHEART CARRY-ALL BASKET,285.0,2481.76,140.0,110.0,-42.5,2439.26
84842,HELLO SAILOR BATHROOM SET,1505.0,744.1500000000001,35.0,22.0,-237.60000000000002,506.55000000000007
84843,WHITE SOAP RACK WITH 2 BOTTLES,282.0,1742.96,110.0,66.0,-11.9,1731.06
84845A,HOLLYHOCK SQUARE HANDY TIN,1.0,1.25,1.0,1.0,0.0,1.25
84845C,CARNATION SQUARE HANDY TIN,42.0,52.5,14.0,14.0,-3.75,48.75
84845D,GERANIUM SQUARE HANDY TIN,41.0,51.25,11.0,11.0,0.0,51.25
84846A,SCENTED CANDLE IN DIGITALIS TIN,263.0,596.97,54.0,39.0,0.0,596.97
84847,FLORAL BATHROOM SET,2330.0,1149.73,49.0,32.0,-368.28000000000003,781.45
84849A,HELLO SAILOR BLUE SOAP HOLDER,483.0,855.54,103.0,52.0,-38.87,816.67
84849B,FAIRY SOAP SOAP HOLDER,1972.0,3309.99,293.0,123.0,-21.970000000000002,3288.02
84849D,HOT BATHS SOAP HOLDER,1572.0,2641.93,260.0,122.0,-40.56,2601.37
84854,GIRLY PINK TOOL SET,386.0,2104.2200000000003,110.0,42.0,-4.25,2099.9700000000003
84855,BLOKEY SILVER TOOL SET,36.0,196.70000000000002,15.0,10.0,0.0,196.70000000000002
84856L,LARGE TAHITI BEACH BAG,239.0,1504.15,81.0,46.0,0.0,1504.15
84856S,SMALL TAHITI BEACH BAG,467.0,1877.21,33.0,25.0,-3.81,1873.4
84857A,SILVER MONTE CARLO HANDBAG,8.0,68.0,3.0,2.0,0.0,68.0
84857B,BLUE MONTE CARLO HANDBAG,24.0,46.8,1.0,1.0,-3.9,42.9
84857C,PINK MONTE CARLO HANDBAG,197.0,445.03,17.0,13.0,-1.95,443.08
84858A,NATURAL RIVIERA HANDBAG,53.0,128.83,8.0,7.0,0.0,128.83
84858B,BLUE RIVIERA HANDBAG,326.0,431.0,9.0,8.0,0.0,431.0
84858C,PINK RIVIERA HANDBAG,347.0,611.0699999999999,30.0,22.0,0.0,611.0699999999999
84859A,SILVER DISCO HANDBAG,293.0,613.53,58.0,40.0,0.0,613.53
84859B,BLUE DISCO HANDBAG,282.0,433.46,18.0,14.0,0.0,433.46
84859C,PINK DISCO HANDBAG,304.0,552.72,39.0,29.0,0.0,552.72
84864A,PINK PAISLEY PHOTO ALBUM,7.0,67.71000000000001,4.0,3.0,0.0,67.71000000000001
84865,NEW BAROQUE BLACK PHOTO ALBUM,81.0,681.9,48.0,26.0,0.0,681.9
84867A,PINK BABY GIRLS PHOTO ALBUM,16.0,105.82000000000001,4.0,3.0,0.0,105.82000000000001
84867a,PINK BABY GIRLS PHOTO ALBUM,1.0,13.57,1.0,0.0,0.0,13.57
84867b,BLUE BABY BOY'S PHOTO ALBUM,2.0,27.14,1.0,0.0,0.0,27.14
84868A,PINK BABY GIRL'S MEMORY BOX,2.0,13.9,2.0,2.0,0.0,13.9
84868B,BLUE BABY BOY'S MEMORY BOX,5.0,34.75,4.0,4.0,-13.9,20.85
84869,CANDY BUTTON PHOTO ALBUM,302.0,703.54,26.0,18.0,0.0,703.54
84870B,BLUE GEISHA GIRL ,96.0,345.11,40.0,22.0,-3.75,341.36
84870C,GREEN GEISHA GIRL ,99.0,352.86,41.0,21.0,0.0,352.86
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,177.0,1983.54,102.0,6.0,0.0,1983.54
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,64.0,702.5899999999999,45.0,0.0,0.0,702.5899999999999
84873A,FUNKY FLOWER PICNIC BAG FOR 4,32.0,394.15,16.0,5.0,0.0,394.15
84873a,FUNKY FLOWER PICNIC BAG FOR 4,88.0,973.36,59.0,0.0,0.0,973.36
84874B,BLUE TRAVEL FIRST AID KIT,87.0,143.41,36.0,26.0,0.0,143.41
84875A,PINK SQUARE COMPACT MIRROR,16.0,60.0,12.0,10.0,0.0,60.0
84875B,GREEN SQUARE COMPACT MIRROR,377.0,526.01,40.0,16.0,0.0,526.01
84875D,BLUE SQUARE COMPACT MIRROR,371.0,483.75,37.0,17.0,0.0,483.75
84876B,GREEN HEART COMPACT MIRROR,344.0,488.31,40.0,22.0,0.0,488.31
84876C,SILVER HEART COMPACT MIRROR,7.0,26.25,4.0,4.0,-3.75,22.5
84876D,BLUE HEART COMPACT MIRROR,335.0,615.52,35.0,24.0,-47.5,568.02
